3871	requirement	[r??kwa??m?nt]	требование
3872	invent	[?n?v?nt]	изобретать
3873	invention	[?n?v?n??n]	изобретение
3874	inventive	[?n?v?nt?v]	изобретательный
3875	inventiveness	[?n?v?nt?vn?s]	изобретательность
3876	happen	[?h?p?n]	случиться, происходить
3877	mishap	[?m?sh?p]	несчастье
3878	primary	[?pra?m?ri]	первичный, главный
3879	yard	[j??d]	двор
3880	backyard	[?b?k?j??d]	задний двор
3881	direct	[d??r?kt]	направлять
3882	direction	[d??r?k??n]	направление
3883	misdirect	[?m?sd??r?kt]	неправильно направлять
3884	inflate	[?n?fle?t]	надувать
3885	inflation	[?n?fle???n]	надувание
3886	inflatable	[?n?fle?t?bl]	надувной
3887	deflate	[d??fle?t]	выкачивать
3888	moron	[?m??r?n]	дебил
3889	fare	[fe?]	плата за проезд
3890	virtual	[?v??tj??l]	действительный, фактический
3891	virtually	[?v??tj??li]	фактически
3892	erect	[??r?kt]	воздвигнуть, соорудить
3893	erection	[??r?k??n]	сооружение, монтаж
3894	about	[??ba?t]	примерно
3895	farm	[f??m]	ферма
3896	farmer	[?f??m?]	фермер
3897	situate	[?s?tj??e?t]	располагать
3898	situation	[?s?tj??e???n]	положение
3899	sentiment	[?s?nt?m?nt]	настроение, чувство
3900	sentimental	[?s?nt??m?ntl]	сентиментальный
3901	prevail	[pr??ve?l]	преобладать, возобладать
3902	prevalent	[?pr?v?l?nt]	преобладающий
3903	glow	[gl??]	сияние, свечение
3904	stage	[ste??]	стадия, ступень
3905	accurate	[??kj?r?t]	точный
3906	accuracy	[??kj?r?si]	точность
3907	inaccurate	[?n??kj?r?t]	неточный
3908	inaccuracy	[?n??kj?r?si]	неточность
3909	drop	[dr?p]	падать, ронять
3910	fertile	[?f??ta?l]	плодородный
3911	infertile	[?n?f??ta?l]	бесплодный
3912	fertility	[f?(?)?t?l?ti]	плодородность, плодовитость
3913	infertility	[??nf???t?l?ti]	бесплодие
3914	fertilize	[?f??t?la?z]	удобрять
3915	fertilizer	[?f??t?la?z?]	удобрение
3916	indicate	[??nd?ke?t]	указывать, означать
3917	indication	[??nd??ke???n]	признак
3918	elect	[??l?kt]	избирать
3919	elections	[??l?k??nz]	выборы
3920	evidence	[??v?d?ns]	доказательство (неисчисл.)
3921	evidential	[??v??d?n??l]	доказательный
3922	be over	[bi????v?]	закончиться
3923	legitimate	[l????t?m?t]	законный, обоснованный
3924	illegitimate	[??l????t?m?t]	незаконный
3925	legitimacy	[l????t?m?si]	законность
3926	regular	[?r?gj?l?]	обычный
3927	at once	[?tw?ns]	сразу
3928	cheat on	[?i?t?n]	изменять
3929	excess	[?k?s?s]	избыток, чрезмерный
3930	excessive	[?k?s?s?v]	чрезмерный
3931	define	[d??fa?n]	определять
3932	definition	[?d?f??n???n]	определение
3933	mud	[m?d]	грязь
3934	muddy	[?m?di]	мутный
3935	separate	[?s?pr?t]	отдельный, отделять
3936	separation	[?s?p??re???n]	отделение
3937	inseparable	[?n?s?p?r?bl]	неотделимый
3938	loose	[lu?s]	свободный, болтающийся
3939	loosen	[?lu?sn]	ослаблять, распускать
3940	loosen up	[?lu?sn ?p]	раслабиться
3941	resist	[r??z?st]	сопротивляться
3942	irresistible	[??r??z?st?bl]	непреодолимый
3943	pot	[p?t]	горшок, кастрюля
3944	potter	[?p?t?]	гончар
3945	pottery	[?p?t?ri]	керамика
3946	teapot	[?ti??p?t]	заварочный чайник
3947	cancer	[?k?ns?]	рак (болезнь)
3948	empty	[??mpti]	пустой, опустошать
3949	emptiness	[??mpt?n?s]	пустота
3950	sleep around	[sli?p??ra?nd]	трахаться, блудить
3951	fuck around	[f?k??ra?nd]	блядовать
3952	apartment	[??p??tm?nt]	квартира
3953	trunk	[tr??k]	чемодан, сундук
3954	confess	[k?n?f?s]	признаваться
3955	confession	[k?n?f???n]	признание
3956	hat	[h?t]	шляпа
3957	pole	[p??l]	шест, столб
3958	look for	[l?kf??]	искать
3959	physician	[f??z???n]	врач
3960	influence	[??nfl??ns]	влиять, влияние
3961	influential	[??nfl???n??l]	влиятельный
3962	punch	[p?n?]	удар (кулаком), бить
3963	praise	[pre?z]	хвалить, похвала
3964	introduce	[??ntr??dju?s]	ввести (в употребление)
3965	blank	[bl??k]	пустой, чистый
3966	heritage	[?h?r?t??]	наследие
3967	get over	[g?t???v?]	выздороветь, отойти
3968	light up	[la?t?p]	осветить или загореться
3969	lighten	[?la?tn]	светлеть, освещать
3970	serve	[s??v]	подавать (блюдо)
3971	data	[?de?t?]	данные
3972	reluctant	[r??l?kt?nt]	неохотный, нежелающий
3973	reluctance	[r??l?kt?ns]	нежелание
3974	pin	[p?n]	булавка, штырь, прикалывать
3975	claim	[kle?m]	утверждать, претендовать
3976	for the sake of	[f????se?k?v]	ради
3977	prosper	[?pr?sp?]	процветать, преуспевать
3978	prosperous	[?pr?sp?r?s]	процветающий
3979	prosperity	[pr?s?p?r?ti]	процветание
3980	come up	[k?m?p]	произойти или появиться
3981	turn up	[t??n ?p ]	произойти
3982	draft	[dr??ft]	проект, черновик, набросок
3983	reinforce	[?ri??n?f??s]	усилить, укрепить
3984	reinforcement	[?ri??n?f??sm?nt]	укрепление
3985	exhaust	[?g?z??st]	выхлопные газы
3986	precede	[pri(?)?si?d]	предшествовать
3987	precedent	[?pr?s?d?nt]	предшествующий
3988	trap	[tr?p]	ловушка, ловить
3989	sophisticated	[s??f?st?ke?t?d]	сложный, изощрённый
3990	sophistication	[s??f?st??ke???n]	сложность, утонченность
3991	retain	[r??te?n]	сохранять, удерживать
3992	convenient	[k?n?vi?ni?nt]	удобный
3993	inconvenient	[??nk?n?vi?ni?nt]	неудобный
3994	convenience	[k?n?vi?ni?ns]	удобство
3995	inconvenience	[??nk?n?vi?ni?ns]	неудобство
3996	attach	[??t??]	прикрепить, привязать
3997	attachment	[??t??m?nt]	прикрепление, вложение (в письмо)
3998	rotate	[r???te?t]	вращать
3999	rotation	[r???te???n]	вращение
4000	tape	[te?p]	лента, записывать на ленту
4001	shirt	[???t]	рубашка
4002	t-shirt (tee)	[?ti????t]	футболка
4003	sweatshirt	[?sw?t???t]	свитшот
4004	shirtless	[????tl?s]	без майки
4005	turkey	[?t??ki]	индейка, индюк
4006	leak	[li?k]	утечка, просачиваться, протекать
4007	leakage	[?li?k??]	утечка
4008	leaky	[?li?ki]	протекающий, неплотный
4009	butter	[?b?t?]	масло сливочное
4010	horizon	[h??ra?zn]	горизонт, кругозор
4011	level	[?l?vl]	уровень
4012	roof	[ru?f]	крыша
4013	rooftop	[?ru?f?t?p]	кровля
4014	found	[fa?nd]	основать, учредить
4015	foundation	[fa?n?de???n]	основание
4016	at odds with	[?t?dzw??]	в противоречии, в конфликте
4017	distract	[d?s?tr?kt]	отвлекать
4018	distraction	[d?s?tr?k??n]	отвлечение
4019	determined	[d??t??m?nd]	решительный
4020	undetermined	[??nd??t??m?nd]	нерешительный
4021	determination	[d??t??m??ne???n]	решимость
4022	iron	[?a??n]	утюг, гладить
4023	bowl	[b??l]	миска
4024	accident	[??ks?d?nt]	происшествие, напр.  ДТП
4025	department	[d??p??tm?nt]	отдел
4026	desert	[?d?z?t]	бросать, оставлять
4027	deserter	[d??z??t?]	дезертир
4028	search	[s???]	поиски, искать
4029	pants	[p?nts]	штаны
4030	network	[?n?tw??k]	сеть
4031	tip	[t?p]	совет, рекомендация
4032	pit	[p?t]	яма
4033	armpit	[???mp?t]	подмышка
4034	pitfall	[?p?tf??l]	западня
4035	run away	[r?n??we?]	убежать
4036	pair	[pe?]	пара
4037	paired	[pe?d]	парный
4038	ignorant	[??gn?r?nt]	невежественный
4039	ignorance	[??gn?r?ns]	невежество
4040	scholarship (money)	[?sk?l???p]	стипендия
4041	plot	[pl?t]	сюжет
4042	foster	[?f?st?]	способствовать, питать и т.д.
4043	leap	[li?p]	прыгать, прыжок
4044	silent	[?sa?l?nt]	тихий, молчаливый
4045	silence	[?sa?l?ns]	тишина
4046	tower	[?ta??]	башня, возвышаться
4047	bush	[b??]	куст
4048	bushy	[?b??i]	лохматый
4049	snap	[sn?p]	щёлкать, щелчок
4050	race	[re?s]	гонка
4051	quite	[kwa?t]	вполне, более-менее
4052	part	[p??t]	часть, разделять(ся)
4053	partial	[?p????l]	частичный
4054	partly	[?p??tli]	частично
4055	slope	[sl??p]	склон, наклон
4056	threat	[?r?t]	угроза
4057	threaten	[??r?tn]	угрожать
4058	laughter	[?l??ft?]	смех
4059	asset	[??s?t]	актив, имущество
4060	pour in (into)	[p??r?n]	хлынуть, заполонить
4061	pour out	[p??ra?t]	схлынуть
4062	heaven	[?h?vn]	небеса
4063	heavenly	[?h?vnli]	небесный, неземной
4064	rival	[?ra?v?l]	соперничающий, враждебный
4065	rivalry	[?ra?v?lri]	соперничество
4066	unrivalled	[?n?ra?v?ld]	непревзойденный
4067	refuge	[?r?fju??]	убежище, пристанище
4068	neglect	[n??gl?kt]	пренебрегать, не следить
4069	negligence	[?n?gl???ns]	небрежность
4070	right away	[ra?t??we?]	немедленно
4071	plant	[pl??nt]	завод, производство
4072	burn	[b??n]	жечь
4073	salary	[?s?l?ri]	зарплата
4074	be on fire	[bi??n?fa??]	гореть
4075	point	[p??nt]	острие, кончик
4076	chill	[??l]	холод, охлаждать
4077	chilly	[???li]	холодный, зябкий
4078	jet	[??t]	реактивный двигатель/самолёт
4079	convey	[k?n?ve?]	перевозить, передавать
4080	conveyance	[k?n?ve??ns]	передача
4081	conveyer	[k?n?ve??]	транспортер, конвейер
4082	basket	[?b??sk?t]	корзина
4083	sign	[sa?n]	подпись, подписывать
4084	rage	[re??]	ярость
4085	enrage	[?n?re??]	бесить
4086	gas	[g?s]	бензин
4087	gasoline	[?g?s??li?n]	бензин
4088	gas station	[g?s?ste???n]	заправка
4089	bring in	[br?? ?n]	привлечь
4090	run up against	[r?n?p??g?nst]	нарываться на
4091	attorney	[??t??ni]	адвокат, прокурор, поверенный
4092	exact	[?g?z?kt]	точный
4093	exactness	[?g?z?ktn?s]	точность
4094	overall	[???v?r??l]	общий, целый
4095	powerful	[?pa??f?l]	мощный, действенный
4096	powerless	[?pa??l?s]	бессильный
4097	question	[?kw?s??n]	подвергать сомнению
4098	questionable	[?kw?s??n?bl]	сомнительный
4099	row	[r??]	ряд
4100	chat	[??t]	болтать
4101	chatty	[???ti]	болтливый
4102	assault	[??s??lt]	нападение, нападать
4103	blade	[ble?d]	лезвие
4104	blade of grass	[ble?d?vgr??s]	травинка
4105	mold (mould)	[m??ld]	форма, формировать
4106	common	[?k?m?n]	обычный, распространённый
4107	commonly	[?k?m?nli]	обычно
4108	creepy	[?kri?pi]	жуткий
4109	oblige	[??bla??]	обязывать
4110	obligatory	[??bl?g?t?ri]	обязательный, обязывающий
4111	degree	[d??gri?]	градус
4112	potato	[p??te?t??]	картофель
4113	pocket	[?p?k?t]	карман, карманный
4114	touch	[t??]	касаться, прикосновение
4115	touching	[?t????]	трогательный
4116	untouched	[?n?t??t]	нетронутый
4117	untouchable	[?n?t???bl]	неприкасаемый
4118	go out	[g??a?t]	погаснуть
4119	bar	[b??]	загораживать
4120	barrage	[?b?r???]	заграждение
4121	put on	[p?t?n]	провести (мероприятие)
4122	allow	[??la?]	разрешать
4123	allowance	[??la??ns]	разрешение
4124	deploy	[d??pl??]	развёртывать
4125	deployment	[d??pl??m?nt]	развертывание
4126	vast	[v??st]	просторный, простор
4127	throw (threw, thrown)	[?r??]	бросать
4128	get together	[g?tt??g???]	собираться
4129	awful	[???f?l]	ужасный
4130	testimony	[?t?st?m?ni]	показание, свидетельство
4131	bubble	[?b?bl]	пузырь
4132	skate	[ske?t]	конёк, кататься на коньках
4133	skater	[?ske?t?]	конькобежец
4134	limb	[l?m]	конечность
4135	fault	[f??lt]	вина, ошибка
4136	predict	[pr??d?kt]	предсказывать
4137	prediction	[pr??d?k??n]	прогнозирование
4138	predictable	[pr??d?kt?bl]	предсказуемый
4139	unpredictable	[??npr??d?kt?bl]	непредсказуемый
4140	predictor	[pr??d?kt?]	предсказатель
4141	exercise	[??ks?sa?z]	упражнение, тренироваться
4142	fine	[fa?n]	хороший
4143	confine	[k?n?fa?n]	ограничить (ся)
4144	confinement	[k?n?fa?nm?nt]	ограничение, заточение
4145	shelf (pl: shelves)	[??lf]	полка, уступ
4146	forgive	[f??g?v]	простить
4147	forgiveness	[f??g?vn?s]	прощение
4148	literal	[?l?t?r?l]	буквальный
4149	block	[bl?k]	квартал
4150	send (sent, sent)	[s?nd]	отправить
4151	shield	[?i?ld]	щит, прикрывать
4152	windshield	[?w?nd?i?ld]	ветровое стекло
4153	advertise	[??dv?ta?z]	рекламировать
4154	advertisement	[?d?v??t?sm?nt]	реклама
4155	come along	[k?m??l??]	идти вместе
4156	encounter	[?n?ka?nt?]	встретиться, столкнуться
4157	volume	[?v?lj?m]	объём
4158	shrink (shrank, shrunk)	[?r??k]	сжаться, съёжиться
4159	shrinkage	[??r??k??]	усадка
4160	opposite	[??p?z?t]	противоположный
4161	property	[?pr?p?ti]	собственность
4162	proprietor	[pr??pra??t?]	собственник
4163	wind (wound, wound)	[w??nd]	наматывать, виться, петлять
4164	winding	[?w?nd??]	обмотка
4165	charge	[????]	плата
4166	charges	[??????z]	расходы, издержки
4167	award	[??w??d]	награда, премия, присуждать
4168	holy	[?h??li]	святой, священный
4169	unholy	[?n?h??li]	нечестивый
4170	end up	[?nd?p]	заканчивать чем-либо
4171	blow (blew blown)	[bl??]	удар
4172	drill	[dr?l]	сверло, сверлить
4173	skirt	[sk??t]	юбка
4174	stock	[st?k]	акции
4175	stock exchange	[st?k?ks??e?n?]	фондовая биржа
4176	goal	[g??l]	цель
4177	hit (hit, hit)	[h?t]	попасть, достичь
4178	rely	[r??la?]	полагаться
4179	reliable	[r??la??bl]	надежный
4180	unreliable	[??nr??la??bl]	ненадежный
4181	reliability	[r??la???b?l?ti]	надежность
4182	come from	[k?mfr?m]	быть из
4183	cut off	[k?t?f]	отрезать, отключить
4184	cutoff	[?k?t?f]	отключение
4185	toss	[t?s]	бросать
4186	inn	[?n]	гостиница
4187	assume	[??sju?m]	предпогалать
4188	assumption	[??s?mp?(?)n]	предположение
4189	divine	[d??va?n]	божественный
4190	divinity	[d??v?n?ti]	божественность
4191	reflect	[r??fl?kt]	отражать(ся)
4192	reflection	[r??fl?k??n]	отражение
4193	pay out	[pe?a?t]	выплатить (крупную сумму)
4194	cry out	[kra?a?t]	закричать (от страха, боли)
4195	yell out	[j?la?t]	прокричать
4196	lay (laid, laid)	[le?]	класть, укладывать
4197	get laid	[g?tle?d]	трахнуться, переспать
4198	go through	[g?? ?ru?]	просмотреть, перебрать
4199	look through	[l?k?ru?]	просмотреть
4200	check through	[??k?ru?]	просмотреть
4201	run through	[r?n?ru?]	просмотреть
4202	mind	[ma?nd]	возражать
4203	substance	[?s?bst?ns]	вещество, материя
4204	drop	[dr?p]	капля
4205	turn out	[t??na?t]	оказаться
4206	feedback	[?fi?db?k]	обратная связь
4207	consider	[k?n?s?d?]	считать чем-либо
4208	shake (shook, shaken)	[?e?k]	трясти
4209	neither...nor	[?na???...n??]	ни
4210	turn on	[t??n ?n]	заводить, возбуждать
4211	scale	[ske?l]	масштаб, шкала
4212	care	[ke?]	переживать, интересоваться
4213	careful	[?ke?f?l]	осторожный
4214	careless	[?ke?l?s]	неосторожный
4215	carefree	[?ke?fri?]	беззаботный
4216	faint	[fe?nt]	обморок, падать в обморок
4217	almost	[???lm??st]	почти
4218	battlefield	[?b?tlfi?ld]	поле битвы
4219	donate	[d???ne?t]	жертвовать, скидываться
4220	donation	[d???ne???n]	пожертвование
4221	approximate	[??pr?ks?m?t]	приблизительный
4222	approximation	[??pr?ks??me??(?)n]	приближение
4223	step down	[st?pda?n]	уйти в отставку
4224	come true	[k?mtru?]	сбываться
4225	comparison	[k?m?p?r?sn]	сравнение
4226	anchor	[???k?]	якорь, закреплять
4227	anchorage	[???k?r??]	стоянка
4228	powder	[?pa?d?]	порошок
4229	gunpowder	[?g?n?pa?d?]	порох
4230	advocate	[??dv?k?t]	защищать, отстаивать
4231	advocacy	[??dv?k?si]	защита
4232	iron	[?a??n]	железо, железный
4233	conventional	[k?n?v?n??nl]	стандартный, общепринятый
4234	sneak	[sni?k]	красться
4235	sneaky	[?sni?ki]	подлый
4236	sneak away	[sni?k??we?]	выскользнуть
4237	faculty	[?f?k?lti]	дар, способность
4238	set (set, set)	[s?t]	установить, наладить
4239	setup	[?s?t?p]	установка
4240	settings	[?s?t??z]	настройки
4241	setting	[?s?t??]	оправа, обрамление
4242	elevate	[??l?ve?t]	поднимать, повышать
4243	elevation	[??l??ve???n]	подъём, высота
4244	elevator	[??l?ve?t?]	лифт
4245	terrible	[?t?r?bl]	ужасный
4246	refugee	[?r?fju(?)??i?]	беженец
4247	infantry	[??nf?ntri]	пехота
4248	kitten	[?k?tn]	котенок
4249	hassle	[?h?s(?)l]	трудность, неудобство
4250	petroleum	[p??tr??l??m]	нефть
4251	petrol	[?p?tr?l]	бензин
4252	curb	[k??b]	узда, обуздать, сдержать
4253	bullshit	[?b?l??t]	ерунда, чушь
4254	recite	[r??sa?t]	декламировать, рассказывать
4255	recital	[r??sa?tl]	декламация, чтение вслух
4256	wane	[we?n]	убывать
4257	gala	[?g??l?]	праздничный, торжественный
4258	boast	[b??st]	хвастать, хвастовство
4259	boastful	[?b??stf?l]	хвастливый
4260	interior	[?n?t??r??]	внутренность, внутренний
4261	exterior	[?ks?t??r??]	внешний, внешняя сторона
4262	footage	[?f?t??]	запись, кадры видео
4263	fumble	[?f?mbl]	щупать, лапать, мять и т. д.
4264	tomb	[tu?m]	надгробие, склеп
4265	tombstone	[?tu?mst??n]	надгробная плита
4266	oxygen	[??ks???n]	кислород
4267	dwell on	[dw?l?n]	остановиться (подробно)
4268	newcomer	[?nju??k?m?]	новичок
4269	outfit	[?a?tf?t]	наряд, комплект, набор
4270	mosquito	[m?s?ki?t??]	комар
4271	junction	[????k??n]	стык, узел, пересечение
4272	come with	[k?mw??]	прилагаться
4273	porcelain	[?p??s?l?n]	фарфор
4274	feasible	[?fi?z?bl]	выполнимый, осуществимый
4275	feasibility	[?fi?z??b?l?ti]	осуществимость
4276	unfeasible	[??n?fi?z?bl]	неосуществимый
4277	merchant	[?m????nt]	торговец, купец
4278	shack	[??k]	лачуга, хибара, будка
4279	murky	[?m??ki]	мутный, тёмный
4280	sour	[?sa??]	кислый
4281	soak	[s??k]	мочить, пропитывать
4282	illicit	[??l?s?t]	незаконный, запрещённый
4283	discrepancy	[d?s?kr?p?nsi]	несоответствие, расхождение
4284	humid	[?hju?m?d]	влажный
4285	humidity	[hju(?)?m?d?ti]	влажность
4286	grief	[gri?f]	горе
4287	likewise	[?la?kwa?z]	также
4288	vicious	[?v???s]	злобный, жестокий
4289	viciousness	[?v???sn?s]	злобность
4290	flop	[fl?p]	провал, неудача
4291	recollection	[?r?k??l?k??n]	воспоминание
4292	cling (clung, clung)	[kl??]	цепляться
4293	intricate	[??ntr?k?t]	сложный, запутанный
4294	jumble	[???mbl]	перемешивать
4295	turn down	[t??nda?n]	отказаться от предложения
4296	turndown	[?t??nda?n]	отказ
4297	edible	[??d?bl]	съедобный
4298	slit	[sl?t]	щель
4299	conjunction	[k?n????k??n]	соединение, связь
4300	disjunction	[d?s????k??n]	разделение
4301	film	[f?lm]	снимать (кино)
4302	gossip	[?g?s?p]	слухи
4303	delusion	[d??lu???n]	наваждение, заблуждение
4304	delusional	[delusional]	бредовый
4305	destiny	[?d?st?ni]	судьба, предназначение
4306	destined	[?d?st?nd]	предназначен судьбой, обречён
4307	inventory	[??nv?ntri]	опись, учёт
4308	liver	[?l?v?]	печень
4309	set smb back	[s?tsmbb?k]	обойтись в (сумму)
4310	prevent smb from	[pr??v?ntsmbfr?m]	мешать
4311	keep smb from	[ki?psmbfr?m]	мешать
4312	hover	[?h?v?]	зависнуть, парить
4313	cereal	[?s??r??l]	злак, каша, хлопья
4314	meager	[?mi?g?]	скудный
4315	squeal	[skwi?l]	визг, визжать
4316	distort	[d?s?t??t]	искажать
4317	distortion	[d?s?t????n]	искажение
4318	foresee	[f???si?]	предвидеть
4319	unforeseen	[??nf???si?n]	непредвиденный
4320	firefighter	[?fa???fa?t?]	пожарник
4321	fireman	[?fa??m?n]	пожарник
4322	scorn	[sk??n]	презирать, презрение
4323	scornful	[?sk??nf?l]	презрительный
4324	be keen to	[bi?ki?ntu?]	желать, стремиться
4325	deceased	[d??si?st]	покойный, усопший
4326	wax	[w?ks]	воск
4327	diffuse	[d??fju?s]	рассеивать, распылять
4328	diffusion	[d??fju???n]	рассеивание
4329	wag	[w?g]	махать, вилять
4330	offspring	[??fspr??]	отпрыск, потомство
4331	pearl	[p??l]	жемчуг, жемчужина
4332	pearly	['p??l?]	жемчужный, перламутровый
4333	stink (stank, stunk)	[st??k]	вонять
4334	desolate	[?d?s?l?t]	пустынный, безлюдный
4335	desolation	[?d?s??le???n]	опустошение
4336	civic	[?s?v?k]	гражданский
4337	scrape	[skre?p]	скрести
4338	skyscraper	[?ska??skre?p?]	небоскреб
4339	oversee	[???v??si?]	контролировать, надзирать
4340	overseer	[???v?s??]	надсмотрщик
4341	cubicle	[?kju?b?kl ]	отсек, кабинка
4342	negligent	[?n?gl???nt]	небрежный, халатный
4343	negligence	[?n?gl???ns]	небрежность
4344	bleak	[bli?k]	мрачный
4345	bleakness	[?bli?kn?s]	мрачность, унылость
4346	lord	[l??d]	господин, господь (бог)
4347	hull	[h?l]	корпус, оболочка
4348	scarf	[sk??f]	шарф
4349	demise	[d??ma?z]	кончина, конец
4350	stringent	[?str?n??nt]	строгий
4351	stringency	[?str?n??nsi]	строгость
4352	breadth	[br?d?]	ширина, широта
4353	mock	[m?k]	издеваться, насмехаться
4354	mockery	[?m?k?ri]	издевательство
4355	pledge	[pl??]	залог, оставлять в залог
4356	disciple	[d??sa?pl]	ученик, последователь
4357	coherent	[k???h??r?nt]	согласованный, связный
4358	incoherent	[??nk???h??r?nt]	бессвязный
4359	coherence	[k???h??r?ns]	согласованность
4360	ravage	[?r?v??]	разорить, опустошить
4361	come on	[k?m?n]	включаться
4362	squirm	[skw??m]	извиваться, ёрзать
4363	specify	[?sp?s?fa?]	указать, установить, уточнить
4364	cherish	[???r??]	лелеять, хранить
4365	cherished	[???r??t]	заветный
4366	velocity	[v??l?s?ti]	быстрота перемещения
4367	vegetation	[?v????te???n]	растительность
4368	thump	[??mp]	колотить
4369	retrieve	[r??tri?v]	извлечь, вернуть
4370	retrieval	[r??tri?v?l]	поиск, извлечение
4371	beep	[bi?p]	гудок, гудеть, пищать
4372	point	[p??nt]	пункт
4373	overt	[???v??t]	явный, открытый
4374	lick	[l?k]	лизать
4375	wrongdoing	[?r???du(?)??]	проступок, правонарушение
4376	mob	[m?b]	толпа (неуправляемая)
4377	formidable	[?f??m?d?bl]	внушительный, грозный
4378	cape	[ke?p]	мыс
4379	wallpaper	[?w??l?pe?p?]	обои
4380	plug in	[pl?g?n]	включать
4381	incoming	[??n?k?m??]	входящий
4382	sermon	[?s??m?n]	проповедь
4383	thud	[??d]	глухой удар
4384	pick on	[p?k?n]	дразнить, докучать
4385	denounce	[d??na?ns]	осуждать, разоблачать
4386	sewage	[?sju(?)??]	канализация, сточные воды
4387	sewer	[?s???]	сточная труба
4388	sublime	[s??bla?m]	возвышенный, величественный
4389	sublimity	[s??bl?m?ti]	возвышенность
4390	shrewd	[?ru?d]	проницательный
4391	shrewdness	[??ru?dn?s]	проницательность
4392	devoid	[d??v??d]	лишенный
4393	grope	[gr??p]	щупать, искать вслепую
4394	immerse	[??m??s]	погружаться (в т. ч. перен)
4395	immersion	[??m????n]	погружение
4396	chemistry	[?k?m?stri]	химия
4397	chemical	[?k?m?k?l]	химическая
4398	chemist	[?k?m?st]	химик
4399	piss about	[p?s??ba?t]	страдать хернёй
4400	break (broke, broken)	[bre?k]	нарушать
4401	bring down	[br??da?n]	сбрасывать, свергать
4402	come up	[k?m ?p]	приближаться (о событии)
4403	cage	[ke??]	клетка, запирать в клетку
4404	fortune	[?f????n]	счастье, удача, судьба
4405	misfortune	[m?s?f????n]	несчастье
4406	apt	[?pt]	склонный, способный
4407	aptitude	[??pt?tju?d]	способность, пригодность
4408	compulsory	[k?m?p?ls?ri]	принудительный, обязательный
4409	dress up	[dr?s?p]	нарядиться
4410	baffled	[?b?fld]	в неодумении, в тупике
4411	mop	[m?p]	швабра, мыть пол
4412	chestnut	[???sn?t]	каштан
4413	succession	[s?k?s???n]	последовательность
4414	successive	[s?k?s?s?v]	последующий
4415	repeal	[r??pi?l]	отменить (закон)
4416	appraise	[??pre?z]	оценивать
4417	appraisal	[??pre?z?l]	оценка
4418	gulf	[g?lf]	разрыв, пропасть
4419	engulf	[?n?g?lf]	поглотить, засосать
4420	vain	[ve?n]	тщеславный, самолюбивый
4421	vanity	[?v?n?ti]	тщеславие
4422	subscribe	[s?b?skra?b]	подписываться
4423	unsubscribe	[??ns?b?skra?b]	отписаться
4424	subscriber	[s?b?skra?b?]	подписчик
4425	subscription	[s?b?skr?p??n]	подписка
4426	proclaim	[pr??kle?m]	провозглашать
4427	proclamation	[?pr?kl??me???n]	провозглашение, воззвание
4428	let smb down	[l?tsmbda?n]	подвести
4429	bonfire	[?b?n?fa??]	костер
4430	wad	[w?d]	комок или пачка (денег)
4431	bring up	[br???p]	поднять тему
4432	invert	[??nv??t]	переворачивать, опрокидывать
4433	compartment	[k?m?p??tm?nt]	отсек, отделение, купе
4434	officer	[??f?s?]	служащий, должностное лицо
4435	clasp	[kl??sp]	застёжка, застёгивать
4436	annoy	[??n??]	раздражать, надоедать
4437	annoyance	[??n???ns]	раздражение, досада
4438	intermediate	[??nt??mi?di?t]	промежуточный
4439	kit	[k?t]	комплект, набор
4440	stout	[sta?t]	толстый, плотный, крепкий
4441	soap	[s??p]	мыло
4442	soapy	[?s??pi]	мыльный
4443	foliage	[?f??l???]	листва
4444	fugitive	[?fju???t?v]	беглец
4445	undo	[?n?du?]	расстёгнуть, развязать, открыть
4446	skip	[sk?p]	прыгать, перепрыгивать
4447	talk into	[t??k??ntu?]	уговорить
4448	talk out	[t??ka?t]	отговорить
4449	congratulate	[k?n?gr?tj?le?t]	поздравлять
4450	congratulation	[k?n?gr?tj??le???n]	поздравление
4451	faraway	[?f??r??we?]	далёкий
4452	bow out	[ba?a?t]	откланяться, уйти
4453	subtract	[s?b?tr?kt]	вычитать
4454	subtraction	[s?b?tr?k??n]	вычитание
4455	clap	[kl?p]	хлопать в ладоши
4456	distress	[d?s?tr?s]	несчастье, страдание
4457	distressed	[d?s?tr?st]	бедствующий
4458	headlight	[?h?dla?t]	передняя фара
4459	subvert	[s?b?v??t]	подорвать
4460	subversion	[s?b?v????n]	подрывная деятельность
4461	scant	[sk?nt]	скудный
4462	thief (pl: thieves)	[?i?f]	вор
4463	yank	[j??k]	дергать
4464	fond of	[f?nd?v]	любящий
4465	flinch	[fl?n?]	дёрнуться, дрогнуть
4466	unflinching	[??n?fl?n???]	решительный, твёрдый
4467	bald	[b??ld]	лысый, плешивый
4468	baldness	[?b??ldn?s]	облысение
4469	fountain	[?fa?nt?n]	фонтан
4470	vomit	[?v?m?t]	рвота, страдать рвотой
4471	salesperson	[?se?lz?p??s?n]	продавец (в магазине)
4472	salesman	[?se?lzm?n]	продавец
4473	saleswoman	[?se?lz?w?m?n]	продавщица
4474	salesgirl	[salesgirl]	продавщица
4475	salespeople	[?se?lz?pi?pl]	продавцы
4476	swap	[sw?p]	менять, обмен
4477	dissolve	[d??z?lv]	растворять, растворяться
4478	bluff	[bl?f]	блеф
4479	petty	[?p?ti]	мелкий, мелочный
4480	pettiness	[?p?tin?s]	мелочность
